idx,root,cc_mean,cc_std
192,39693,0.18018899505650732,0.2950761082470548
193,16599,0.1784207624420556,0.29604302464288706
194,39111,0.23669939621694414,0.3497682442685105
195,24508,0.1983858743779537,0.32779209595885417
196,33948,0.175258965955033,0.30937651340220734
197,1151,0.17691904717970408,0.29152572150081635
198,696,0.17916728350844147,0.2890113754062547
199,36453,0.2260444988040508,0.3196330116363661
200,38822,0.18004038649033635,0.33140021557954247
201,32362,0.17434749619358722,0.28893546305515866
202,26259,0.20089463932826085,0.30522261323216976
203,35310,0.23064371590574984,0.33340451290666606
204,14961,0.13245327884705613,0.26691399046520936
205,34352,0.17283303105085562,0.3031706714907109
206,14265,0.14696344506746928,0.2588065827826679
207,33174,0.1770643538401643,0.31043864911910585
208,3564,0.19237310332177343,0.33007348167545886
209,11826,0.19699710857573904,0.3134802676721763
210,16840,0.1825590451030758,0.3105791778695461
211,7204,0.16126584154280488,0.3013587543949503
212,29334,0.15989791373598397,0.2687457526152334
213,12535,0.2021805320432315,0.298548329911728
214,20952,0.23295676574744295,0.29504962732850826
215,40675,0.1910348287648821,0.30823596487112215
216,291,0.21479827395778295,0.32230330882230357
217,34336,0.1657537376106227,0.30886361989353445
218,40530,0.2163962821163103,0.3136191705788753
219,16597,0.19940061158818295,0.32028459563029993
220,41700,0.19681307678742324,0.31992053446583213
221,30987,0.24143514814815828,0.33317007222968076
222,20084,0.199755894120765,0.3221664979500773
223,4897,0.16433006804616698,0.29139067791352086
224,39976,0.14164047502575255,0.25752809621487344
225,28833,0.2038986558539289,0.27903858078773075
226,10148,0.18230899741610201,0.2896489675310287
227,23752,0.15785952822993932,0.3085580083352899
228,22909,0.18991215064224642,0.3175776261039528
229,34252,0.16127658078031817,0.2849764922045388
230,32515,0.19407534923240732,0.3189574442233077
231,17283,0.14671387252782692,0.28003162764598527
232,27279,0.22103344406727848,0.3231635265661639
233,14672,0.2003266789664397,0.32275029428521634
234,39652,0.16350283307783478,0.2929991242839433
235,15380,0.1590019129849063,0.2782883637227129
236,5365,0.2210293088707417,0.2512993176915757
237,22825,0.1534550726918113,0.2702032205288895
238,9307,0.19672010655557642,0.31544426844289086
239,27811,0.22157303570394468,0.3241420644265987
240,41136,0.2059495509662907,0.32743604128586895
241,35702,0.16887604084235278,0.31145617305542467
242,38250,0.15703245123473378,0.30099681348227225
243,18370,0.15926399920724854,0.278938687871723
244,5486,0.23314833206278196,0.28488706535378716
245,35483,0.17992290328633123,0.3224042084542869
246,9960,0.14418287633230403,0.2758587847146198
247,17164,0.20718421433477358,0.3298693244473935
248,3773,0.2336143935670137,0.2702991067460858
249,19005,0.14036435746113682,0.28771926090713706
250,5228,0.19364216662334383,0.25857133737748167
251,27914,0.1906699878408973,0.314445433629854
252,12824,0.18953128949279338,0.3060378907820586
253,35978,0.19404798526783631,0.3205998028783007
254,22019,0.17315847452658528,0.29556475545253746
255,16527,0.17117257741651204,0.2959236001968514
256,20200,0.18736416096857614,0.3249280618586567
257,22837,0.231596129294871,0.35024450278084895
258,5944,0.16653452701898316,0.28717120136088436
259,37832,0.16685607599331223,0.268793328953117
260,20949,0.21980426273638926,0.3350742045463739
261,23876,0.24040103559490916,0.2818153743473011
262,2520,0.15610983151868532,0.27114859297122723
263,17965,0.16516865264793376,0.3015981009675601
264,25686,0.20584212642701394,0.3072513923507855
265,8898,0.1997187471458007,0.3104323443427934
266,36318,0.1660112664914279,0.3005310580236566
267,4577,0.23482190855338578,0.33350956986244984
268,21267,0.17493881899068578,0.3041025872946871
269,8245,0.16608781410555487,0.30939510329370673
270,16096,0.18693100219473027,0.29281853175483646
271,8952,0.13169294690781888,0.2836494514214235
272,32057,0.1969145051489809,0.31621013256886144
273,6794,0.12885973567649536,0.2748728374149031
274,18935,0.20197413025764122,0.32341472030561436
275,24559,0.18646765428026715,0.3055807369602786
276,39807,0.22180172501907797,0.33340907170934736
277,29496,0.21935283611816947,0.33497394500323346
278,32684,0.2140555050472055,0.3270111519009669
279,21738,0.2169657441827665,0.33700007343550675
280,19695,0.17100851400210687,0.3141471710023738
281,31072,0.16688589397792009,0.31416783077985944
282,5315,0.21473393691894407,0.2685222896069366
283,27695,0.2184156044240271,0.31097742102725356
284,23846,0.18541094882380113,0.297610263139048
285,100,0.11674798382520554,0.27091275637560075
286,9934,0.188132101854545,0.3316772007583716
287,29635,0.18365752608647865,0.29642185658011316
288,39064,0.17112473708836293,0.29268135160157005
289,34828,0.20500404345109655,0.33286861403132756
290,39543,0.2287868398685625,0.32875565072974916
291,23081,0.1813250202869433,0.32553066582035567
292,11107,0.17904268151915567,0.30967390574305315
293,41675,0.20723510599819264,0.31438650025048587
294,32889,0.18043571441023368,0.3124095644193849
295,12045,0.17483027071821164,0.3130745496252232
296,29722,0.17513058093559414,0.2939359180820548
297,11133,0.1614063032930644,0.2784482869890515
298,12697,0.18884273437707527,0.2968855991383355
299,33337,0.19518497758626532,0.31429795774138264
