idx,root,cc_mean,cc_std
149,13692,0.6292605465959781,0.24120729634116964
150,664,0.7591477625782751,0.23137337745100156
151,681,0.5065250645295353,0.4113030955515444
152,11497,0.6150356055373174,0.2965005244171415
153,15767,0.3634516528614137,0.4153393738755027
154,15984,0.40176600907468285,0.4093712076129169
155,5642,0.4202249879175345,0.41628669162309395
156,6120,0.597227254537935,0.38639953423590084
157,17172,0.6112332840182835,0.20284301425070878
158,9820,0.4941829440412434,0.35418204327904645
159,5260,0.7040117735496413,0.25234259165457373
160,10547,0.6407076078220855,0.3539242309856105
161,3923,0.37767332674429865,0.4113221092255239
162,9862,0.46612461489319074,0.4353288369713123
163,5864,0.39191190763090616,0.4221719466226459
164,13699,0.4416404953835294,0.4035294992471928
165,736,0.702465181677034,0.3015997921364027
166,727,0.6096252075456953,0.25239579928168554
167,8968,0.3607961499405614,0.32155576242456496
168,16902,0.45161310802348376,0.24708080608484217
169,13252,0.6150253881426836,0.1884981185007641
170,19511,0.546897388603271,0.3594553098522433
171,6257,0.6906101846531503,0.20275676538657533
172,22228,0.7152440142435497,0.22057091909602017
173,3753,0.44512751240847215,0.43420212205262765
174,20169,0.5674133702276907,0.21238921294080562
175,3992,0.34638300111194853,0.3959755029362653
176,11734,0.6541542866800504,0.2843073397972066
177,2627,0.42249564381715415,0.4334166792019667
178,21005,0.34378207753207746,0.35908714653252227
179,316,0.297503540147503,0.39286837591664675
180,21985,0.5091628389871238,0.31923750354479635
181,3540,0.2988793548961953,0.4230831165406626
182,11231,0.6292925492491449,0.22068313780481172
183,16628,0.5734016721622011,0.3369423256131342
184,16830,0.6409028390241303,0.29348913535517146
185,10324,0.4966604548203072,0.36635745658229263
186,17091,0.33486682110943505,0.3750652674439138
187,18836,0.5454506251540228,0.2768618012023335
188,8205,0.30650031880264433,0.367659575996114
189,4656,0.5140483154925879,0.28119752492410705
190,12544,0.708673881872199,0.2102244837835234
191,18150,0.4418459133459134,0.41201015975380306
192,12055,0.46489592822742737,0.31626462919498594
193,3841,0.4272911976911977,0.3879813072332549
194,7276,0.5105876377267161,0.38449493082146796
195,244,0.5225486078950589,0.33196963267107327
196,2688,0.626793096724965,0.29515223530312196
197,741,0.7411747526522648,0.29229739243487346
198,16220,0.6080404824187426,0.23833616964603682
199,18144,0.5053991382003286,0.3905401890551138
200,4116,0.34420252632832865,0.38605601479672763
201,13555,0.6304529388327682,0.3332086183060228
202,915,0.630017028753834,0.33292521067637326
203,13672,0.5720040993717836,0.3545951516374053
204,6868,0.5025305579780421,0.28748986103093876
205,8275,0.591265091066915,0.24635347853171113
206,19687,0.43589795412705634,0.2998421212030906
207,16390,0.3199374273369969,0.35818820348698305
208,13804,0.26465493166963755,0.3747334238739425
209,9230,0.47462062352851825,0.40439431486291766
210,6435,0.6817991942370919,0.21029723034799377
211,19732,0.5561605860343812,0.3168173137121457
212,6635,0.4214160583698348,0.3843153970266777
213,4983,0.26182118138421684,0.38350721818315714
214,2759,0.6056726472223865,0.2582990606203148
215,9427,0.41900467811758135,0.4179749113845111
216,6282,0.6183249369167872,0.26303063027838636
217,16969,0.6296825020086841,0.2520363219029776
218,18669,0.568185248856024,0.3203120407925193
219,1501,0.6668211125056362,0.1777444891398501
220,19833,0.43571761832938305,0.4137991043996698
221,1525,0.4134893836322408,0.43754124845835013
222,18628,0.3548301990407253,0.3673694829415809
223,10687,0.5575104520310169,0.266201096792395
224,3338,0.48875808715696223,0.36151973887551314
225,6124,0.36147297880594254,0.39345186015460415
226,22253,0.3773757136583224,0.412579284582709
227,20194,0.6371525387428564,0.37601604586393206
228,1899,0.4188105715924113,0.40487154501656414
229,13640,0.5279383687465774,0.4004850553203405
230,20730,0.46865615447503983,0.2591840252343909
231,4775,0.5426344366220909,0.3663182569605844
232,9643,0.5697300051275836,0.312176056418742
233,4878,0.6526843622147284,0.22763611672506842
234,2872,0.8232544108940388,0.22180186448062297
235,1875,0.5589540741336407,0.3217591348239342
236,4204,0.7467268544005095,0.297338863123058
237,5013,0.35628984433989985,0.36854882243581777
238,17035,0.35267545787545784,0.32634135190282737
239,413,0.5760608360992865,0.2186479003275955
240,13106,0.5022689096351204,0.20475884404355219
241,11161,0.6456905793054974,0.25461230829025266
242,15812,0.5759407631251654,0.32116096706542974
243,17218,0.6009670763349816,0.3088034744641677
244,3742,0.6879417041920247,0.1983938877648201
245,9543,0.4837849811007706,0.4128020305665037
246,15743,0.5025477475852695,0.32414233049519686
247,3935,0.5963852265481823,0.3251681072415078
248,10028,0.5051740726032248,0.3551260942591395
249,2136,0.4426960110492086,0.32084172326014426
250,16674,0.4504711730555394,0.36590300860233516
251,18777,0.6313254896246046,0.12620073697388232
252,10317,0.47513301129046354,0.35318133182378714
253,16456,0.3775650728099388,0.30973362488255235
254,20650,0.6508258523143806,0.1834226886165491
255,2311,0.5625906642878014,0.13444906175258553
256,1013,0.5261235164124336,0.2703173528472282
257,14414,0.6492466584384863,0.27140916694479833
258,21026,0.4499532832088379,0.2767730197100457
259,10134,0.393045732045732,0.4000868314995598
260,3411,0.39248122087750575,0.4332823278270373
261,15005,0.5765123707978461,0.19321606690674828
262,12050,0.6246820325867688,0.23114691969082699
263,21809,0.5963709391477073,0.23015509034408102
264,9689,0.5619810396621453,0.28774618035103705
265,10373,0.6313063146409201,0.32141546314759517
266,11956,0.3704775344157495,0.4359804459402865
267,19690,0.6304297271665323,0.3331368115912606
268,20272,0.4035593989818902,0.3419614656992275
269,6752,0.5628332493051094,0.25528359159364455
270,22273,0.21698465463087355,0.3655325899841502
271,9257,0.42229941676054417,0.21177804090028735
272,18189,0.5024678959127836,0.26800809128939973
273,2407,0.6034918606131701,0.23829655767868796
274,1748,0.4344517844972254,0.39109587025291676
275,1104,0.4275894971213856,0.394404885351695
276,11254,0.6092191777695141,0.31151883084245935
277,9287,0.3368974632226866,0.4235427665464837
278,7733,0.2573307385153731,0.3053176608266974
279,18790,0.4351458534501652,0.34439481204178957
280,7252,0.5938297835421338,0.29255123465548416
281,11540,0.419236164420375,0.4201504061803801
282,16639,0.6659422915800431,0.15108400192968977
283,20975,0.5465101940025683,0.32248175303351295
284,3189,0.40346905526808313,0.2833324909601877
285,13369,0.5792273999207252,0.30862391038197634
286,21084,0.6333384489403449,0.2552969580167722
287,14274,0.6261417354676624,0.26109248735796875
288,9712,0.5122869019017614,0.28427049296161555
289,19081,0.47003670217849236,0.3052337279059748
290,1870,0.4855280302859933,0.41734062851385095
291,13450,0.6980183427667883,0.28385852850747556
292,19331,0.55725277311052,0.22357813181508138
293,12410,0.26446515192985776,0.3566898004552568
294,10877,0.49774077728834426,0.369557296719214
295,7293,0.5047450853479389,0.31648222768908374
296,18658,0.5147175368139223,0.4553364171805529
297,3249,0.5407626855574263,0.38867576536044024
298,22149,0.5659683049309898,0.2277135319110833
299,16312,0.3114827700530967,0.42162385747562386
