idx,root,cc_mean,cc_std
255,106494,0.3617353267865082,0.24059339011050296
256,72447,0.5601321305889915,0.22780476875034966
257,157035,0.5055685973817453,0.2989174219146744
258,95045,0.5019764734743324,0.18058161945028084
259,140463,0.8266864772363745,0.32528660210118815
260,161003,0.3393434429909491,0.3923381933879602
261,137146,0.5129659144890264,0.26640952139848223
262,34966,0.422469277286439,0.21170169133385322
263,164809,0.44270864774575425,0.19683183331826035
264,141976,0.20383892808883997,0.3707072670673085
265,8199,0.6172000308365316,0.36877534267738643
266,56365,0.2376506187786011,0.39435783127019214
267,106209,0.4603679446049591,0.2740498506722532
268,17937,0.4146927286731617,0.16595087764663186
269,20200,0.38631723153615116,0.21276882680134182
270,65705,0.45920962657721226,0.28585476079972355
271,30387,0.4511237884628554,0.20047079202582893
272,130349,0.41772739611994386,0.22159599717312825
273,145535,0.36942537338983766,0.23077669684483093
274,25498,0.567839030861251,0.26047554771275055
275,13855,0.3357095628218755,0.3807219257726232
276,88651,0.40321524624866706,0.22204413690775993
277,53344,0.2848840582530227,0.3874220044728771
278,35216,0.450932325082375,0.21945377347894515
279,82394,0.4055915524005351,0.22664338368131826
280,137290,0.4184445143319514,0.22083030837977488
281,50124,0.3182242785526116,0.21845460197008645
282,1263,0.700121246332839,0.3641295995753847
283,49288,0.5035226516754109,0.2187593521667598
284,94197,0.45927325183308143,0.2835486880291123
285,58351,0.4153559626745813,0.20531822077282907
286,62590,0.23668949215003277,0.399528113923345
287,98389,0.4166261881768828,0.1549343199010266
288,1993,0.3663594644673779,0.21404522601256984
289,164115,0.36151256337337917,0.22386827586399202
290,10228,0.3287287837345726,0.4184296105447903
291,93935,0.36430581508922855,0.2383142047833978
292,124308,0.7124063195509691,0.3775002185147489
293,84567,0.35889365813092633,0.16544854160859188
294,122179,0.439645598053566,0.23811039424173816
295,99536,0.43380084344732767,0.3821532739679116
296,39066,0.5761217541207252,0.22036877250875095
297,120613,0.4813214671459833,0.2122700551120753
298,102205,0.2982146455571158,0.17736578748107423
299,25877,0.4698280236430023,0.19695734045888358
